"regions","iso3","name","year","boreal","temperate","tropical","subtropical","1a_forestArea","1a_otherWoodedLand","1a_landArea","1b_naturallyRegeneratingForest","1b_plantedForest","1b_plantationForest","1b_plantationForestIntroduced","1b_otherPlantedForest","1c_primary","1c_tempUnstocked","1c_bamboos","1c_mangroves","1c_rubber","1f_palms","1f_treeOrchards","1f_agroforestry","1f_treesUrbanSettings","1f_other","2a_gs_ha_nat_reg","2a_gs_ha_planted","2a_gs_ha_plantation","2a_gs_ha_other_planted","2a_gs_ha_forest","2a_gs_ha_owl","2a_gs_tot_nat_reg","2a_gs_tot_planted","2a_gs_tot_plantation","2a_gs_tot_other_planted","2a_gs_tot_forest","2a_gs_tot_owl","2b_native_#1","2b_native_#2","2b_native_#3","2b_native_#4","2b_native_#5","2b_native_#6","2b_native_#7","2b_native_#8","2b_native_#9","2b_native_#10","2b_native_remaining","2b_native_total","2b_introduced_#1","2b_introduced_#2","2b_introduced_#3","2b_introduced_#4","2b_introduced_#5","2b_introduced_remaining","2b_introduced_total","2b_total_gs","2c_agb","2c_bgb","2c_dwb","2d_carbon_agb","2d_carbon_bgb","2d_carbon_dw","2d_carbon_litter","2d_carbon_soil","2d_soil_depth_cm","3a_prim_prod","3a_prim_prot","3a_prim_biodiv","3a_prim_socserv","3a_prim_multi","3a_prim_other","3a_prim_no_unknown","3a_tot_prod","3a_tot_prot","3a_tot_biodiv","3a_tot_socserv","3a_tot_other","3b_protected","3b_forMngt","3b_mngtProt","4a_priv_own","4a_individ","4a_bus_inst_fo","4a_indigenous_fo","4a_pub_own","4a_fo_unknown","4b_pub_admin","4b_individuals","4b_bus_inst_mr","4b_indigenous_mr","4b_unknown","5c_y_n","6a_policies_national","6a_policies_sub_national","6a_legislation_national","6a_legislation_sub_national","6a_platform_national","6a_platform_sub_national","6a_traceability_national","6a_traceability_sub_national","6b_pfe_y_n","6b_pfe_area","7a_employment_tot","7a_employment_fem","7a_employment_male","7a_emp_forestry_tot","7a_emp_forestry_fem","7a_emp_forestry_male","7a_emp_logging_tot","7a_emp_logging_fem","7a_emp_logging_male","7a_emp_nwfp_tot","7a_emp_nwfp_fem","7a_emp_nwfp_male","7a_emp_support_tot","7a_emp_support_fem","7a_emp_support_male","7b_phd_tot","7b_phd_fem","7b_phd_male","7b_msc_tot","7b_msc_fem","7b_msc_male","7b_ba_tot","7b_ba_fem","7b_ba_male","7b_tech_tot","7b_tech_fem","7b_tech_male","7b_total_tot","7b_total_fem","7b_total_male"
"Africa","REU","Réunion",2020,0,0,100,0,"98.44","25.11",251,"87.74","10.70","9.70","7.70","1.00","53.00",,"0.00","0.00","0.00","0.00",,"0.00",,,"198.00","175.00",,,"195.44900446972775294596","20.00","17.37252","1.8725",,,"19.24","0.5022",,,,,,,,,,,"17.37","17.37","0.83","0.17","0.35","0.01",,"0.51","1.87","19.24","125.00","25.00","3.00","60.00","12.00","1.00",,"18.00","30.00","0.00","0.00","0.00","0.00","98.44","0.00","0","6.00","98.44","57.00","38.00",,"60.20","63.00","45.70",,,,,,,,,,,,"yes","yes","yes","yes","yes","yes","yes","yes","no","yes","98.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe, FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27","ROU","Romania",1990,0,100,0,0,"6371.00","314.00",23008,"5843.00","528.00","0.00","0.00","528.00",,,"0.00","0.00","0.00","0.00",,,,,,,,,"211.50525820122429759849",,,,,,"1347.50",,"474.80","388.40","103.10","124.20","79.45","32.69","22.50","10.90","24.20","19.10","68.16","1347.5",,,,,,,,"1347.5","108.00","20.00",,"50.00","10.00",,"22.61","90.81","30.00","4186.00","1639.00","197.00","0.00","0.00","349.00","0",,,,,,"142.00","6371.00",,"0.00","0.00","0.00","0.00","6371.00","0","6371.00","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","yes","no","yes","6371.00","103.07",,,,,,,,,,,,,,,,,,"94",,,,,,"150",,,,,
"Europe, FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27","ROU","Romania",2000,0,100,0,0,"6366.00","234.00",23008,"5838.00","528.00","0.00","0.00","528.00","127.70",,"0.00","0.00","0.00","0.00",,,,,,,,,"211.49858623939679547597",,,,,,"1346.40",,"474.40","388.10","103.00","124.10","79.39","32.69","22.50","10.90","24.20","19.10","68.02","1346.4",,,,,,,,"1346.4","107.00","20.00",,"50.00","10.00",,"22.58","90.81","30.00","3043.00","2478.00","308.00","0.00","0.00","537.00","0",,,,,,"153.00","5984.04",,"356.00","356.00","0.00","0.00","6010.00","0","6010.00","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","yes","no","yes","6366.00","49.97",,,,,,,,,,,,,,,,,,"260",,,,,,"703",,,,,
"Europe, FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27","ROU","Romania",2010,0,100,0,0,"6515.00","404.00",23008,"5975.00","540.00","0.00","0.00","540.00","127.70",,"0.00","0.00","0.00","0.00",,,,,,,,,"211.4965464313123561013",,,,,,"1377.90",,"485.50","397.10","105.40","127.00","81.24","33.45","23.10","11.10","24.76","19.55","69.69","1377.89",,,,,,,,"1377.89","107.00","20.00",,"50.00","10.00",,"22.61","90.81","30.00","3043.00","2543.00","317.00","0.00","0.00","612.00","0",,,,,,"1746.00","5653.00",,"2152.00",,,,"4363.00","0","4363.00","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","yes","no","yes","6515.00","29.99","3.67","26.32",,,,,,,,,,,,,,,,"999",,,,,,"336",,,,,
"Europe, FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27","ROU","Romania",2015,0,100,0,0,"6900.96","93.59",23008,"5944.47","956.49","0.00","0.00","956.49","127.70",,"0.00","0.00","0.00","0.00",,,,,"339.65349307844097118835","211.7429351064830787567",,,"321.93","62.09","2019.06","202.53",,,"2221.6260528","5.8110031","852.54","528.47","166.33","151.01","107.15","64.25","40.15","27.37","22.33","21.61","240.38","2221.59",,,,,,,,"2221.59","200.12","40.50",,"94.06","19.04","9.23","22.52","90.81","30.00","3501.00","2490.00","318.00","0.00","0.00","552.00","39.96",,,,,,"2606.00","5587.52",,"2306.00",,,,"4249.00","345.96","4249.00","0.00","0.00","0.00","0","yes","yes","no","yes","no","yes","no","yes","no","yes","6900.96","32.75","4.16","28.59",,,,,,,,,,,,,"8",,,"515",,,,,,"369",,,,,
"Europe, FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27","ROU","Romania",2020,0,100,0,0,"6929.05","15.57",23008,"6033.98","895.07","0.00","0.00","895.07","165.23",,"0.00","0.00","0.00","0.00",,,,,"348.36045197365586229984","282.4248382808048532517",,,"339.84312423781037804605","50.42","2102.00","252.79",,,"2354.79","0.7850394","881.51","560.16","176.31","160.07","113.57","68.10","42.55","29.01","23.66","22.91","257.78","2335.63",,,,,,"19.16","19.16","2354.79","207.50","42.00",,"97.52","19.74","9.23","22.51","90.81","30.00","2959.00","2515.00","321.00","0.00","0.00","1134.00","0.05",,,,,,"2606.00","5587.52",,,,,,,,,,,,,"yes","yes","no","yes","no","yes","no","yes","no","yes","6929.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe, Montreal Process","RUS","Russian Federation",1990,"88.00","12.00","0.00","0.00","808949.90000000000000000000","74989.80000000000000000000",1637687,"796298.700000000000000000000000","12651.20","0.000000000000000000000000","0.000000000000000000000000","12651.200000000000000000000000","305144.20","39700.00","0.00","0.00","0.00","0.00","0.00","0.00","153.00","4973.00","98.94264551731655470491","98.94239281649171620083","0.00","98.94239281649171620083","98.94264156531819832106","20.90004240576718433707","78787.90","1251.74","0","1251.74","80039.64","1567.29","27245.49","15663.76","11653.77","9388.64","8212.07","2905.44","2865.42","856.42","480.24","192.10","576.29","80039.64","0.00","0.00","0.00","0.00","0.00","0.00","0","80039.64","67.97","20.27","16.58","33.99","10.13","8.29","7.78","97.40","30.00","446678.60","58695.40","11814.50","17376.20","108.20","274277.00","0","446678.60","58695.40","11814.50","17376.20","274277.00","11814.50","808949.90","11814.50","0.00","0.00","0.00","0.00","808949.90","0","808949.90","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","808949.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe, Montreal Process","RUS","Russian Federation",2000,"88.00","12.00","0.00","0.00","809268.50000000000000000000","71606.60000000000000000000",1637687,"793908.100000000000000000000000","15360.40","0.000000000000000000000000","0.000000000000000000000000","15360.400000000000000000000000","288500.00","32800.00","0.00","0.00","0.00","0.00","0.00","0.00","1099.10","5823.80","99.18882298845420521594","99.18882320772896539153","0.00","99.18882320772896539153","99.18882299261617127072","20.90002876829789432818","78746.81","1523.58","0","1523.58","80270.39","1496.58","25338.11","16289.58","11022.96","10915.47","8457.73","3237.76","2682.57","858.75","570.99","201.26","695.21","80270.39","0.00","0.00","0.00","0.00","0.00","0.00","0","80270.39","70.16","20.77","16.66","35.08","10.38","8.33","7.80","97.40","30.00","411437.10","70387.80","16190.20","11333.10","154.50","299765.80","0","411437.10","70387.80","16190.20","11333.10","299765.80","16190.20","809268.50","16190.20","0.00","0.00","0.00","0.00","809268.50","0","721556.50","0.00","87712.00","0.00","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","809268.50","195.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe, Montreal Process","RUS","Russian Federation",2010,"88.00","12.00","0.00","0.00","815135.60000000000000000000","75812.10000000000000000000",1637687,"795522.700000000000000000000000","19612.90","0.000000000000000000000000","0.000000000000000000000000","19612.900000000000000000000000","271855.80","30200.00","0.00","0.00","0.00","0.00","0.00","0.00","1007.30","20363.20","100.011401308850143434","100.01121710710807682699","0.00","100.01121710710807682699","100.01139687678957954971","20.89996187943613222691","79561.34","1961.51","0","1961.51","81522.85","1584.47","23832.50","16381.60","13737.90","10811.40","7789.50","3859.50","2504.70","886.20","610.20","182.20","927.20","81522.9","0.00","0.00","0.00","0.00","0.00","0.00","0","81522.9","73.89","21.69","17.23","36.95","10.85","8.61","7.88","97.40","30.00","421491.00","85110.70","17572.20","12368.00","1703.80","276889.90","0","421491.00","85110.70","17572.20","12368.00","276889.90","17572.20","815135.60","17572.20","0.00","0.00","0.00","0.00","815135.60","0","615317.00","0.00","193352.20","0.00","6466.4","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","815135.60","68.81",,,,,,,,,,,,,,,,,,,,,,,,,,,"35000",,
"FOREST EUROPE, UNECE, Europe, Montreal Process","RUS","Russian Federation",2015,"88.00","12.00","0.00","0.00","814930.46000000000000000000","74924.60000000000000000000",1637687,"795089.500000000000000000000000","19840.96","0.000000000000000000000000","0.000000000000000000000000","19840.960000000000000000000000","263533.70","32400.00","0.00","0.00","0.00","0.00","0.00","0.00","1069.10","20328.00","99.99388748059180758896","99.99364950083060497073","0.00","99.99364950083060497073","99.99388168654292293848","20.87285083937718719886","79504.09","1983.97","0","1983.97","81488.06","1563.89","23672.43","16250.10","14099.53","10616.50","7734.06","3936.74","2486.96","905.15","633.21","183.94","969.44","81488.06","0.00","0.00","0.00","0.00","0.00","0.00","0","81488.06","75.82","22.21","17.50","37.91","11.10","8.75","7.90","97.50","30.00","415073.70","86353.50","18000.00","12316.66","1482.40","281704.20","0","415073.70","86353.50","18000.00","12316.66","281704.20","18000.00","814930.46","18000.00","0.00","0.00","0.00","0.00","814930.46","0","571325.06","0.00","243605.40","0.00","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","814930.46","76.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe, Montreal Process","RUS","Russian Federation",2020,"88.00","12.00","0.00","0.00","815311.60","74885.30",1637687,"796431.50","18880.10","0.00","0.00","18880.10","255211.50","32306.70","0.00","0.00","0.00","0.00","0.00","0.00","1235.40","19225.70","99.43541911639607423865","99.43591400469277175439","0.00","99.43591400469277175439","99.43598251269821256069","20.88380496572758605494","79193.50","1877.36","0","1877.36","81071.31","1563.89","23672.43","16250.10","14099.53","10616.50","7734.06","3936.74","2486.96","905.15","633.21","183.94","969.44","81488.06","0.00","0.00","0.00","0.00","0.00","0.00","0","81488.06","77.33","22.61","17.68","38.67","11.30","8.84","7.92","97.50","30.00","455291.58","149364.00","18582.22","13605.23","3563.26","174905.31","0","455291.58","149364.00","18582.22","13605.23","174905.31","18582.22","815245.90","18582.22",,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","815245.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, Espace COMIFAC","RWA","Rwanda",1990,0,0,100,0,"317.00","261.00",2467,"204.00","113.00","113.00",,"0.00",,,,"0.00",,,,,,,"86.80","122.60","122.60",,"99.55835962145110410095",,"17.7072","13.8538","13.8538","0.00","31.56",,,,,,,,,,,,,,,,,,,,,,"140.60","35.72",,"66.08","16.79",,"2.10","47.00","30.00",,,,,,,"317",,,,,,"211.00",,,,,,,,"317",,,,,,"no","yes","no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, Espace COMIFAC","RWA","Rwanda",2000,0,0,100,0,"287.00","261.00",2467,"161.00","126.50","126.50",,"0.00",,,,"0.00",,,,,,,"86.80","122.60","122.60",,"102.71777003484320557491",,"13.9748","15.5089","15.5089","0.00","29.48",,,,,,,,,,,,,,,,,,,,,,"143.04","36.46",,"67.23","17.14",,"2.10","47.00","30.00",,,,,,,"287",,,,,,"211.00",,,,,,,,"287",,,,,,"no","yes","no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, Espace COMIFAC","RWA","Rwanda",2010,0,0,100,0,"265.00","261.00",2467,"126.00","138.01","138.01",,"0.00",,,,"0.00",,,,,,,"86.80","122.60","122.60",,"105.13207547169811320755",,"10.9368","16.920026","16.920026","0.00","27.86",,,,,,,,,,,,,,,,,,,,,,"145.45","37.20",,"68.36","17.48",,"2.10","47.00","30.00",,,,,,,"265",,,,,,"211.00",,,,,,,,"265",,,,,,"no","yes","no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, Espace COMIFAC","RWA","Rwanda",2015,0,0,100,0,"270.00","261.00",2467,"126.00","144.00","144.00",,"0.00",,,,"0.00",,,,,,,"86.80","122.60","122.60",,"105.88888888888888888889",,"10.9368","17.6544","17.6544","0.00","28.59",,,,,,,,,,,,,,,,,,,,,,"145.76","37.29",,"68.51","17.53",,"2.10","47.00","30.00",,,,,,,"270",,,,,,"211.00",,,,,,,,"270",,,,,,"no","yes","no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, Espace COMIFAC","RWA","Rwanda",2020,0,0,100,0,"276.00","261.00",2467,"126.00","150.00","150.00",,"0.00",,,,"0.00",,,,,,,"86.80","122.60","122.60",,"106.26811594202898550725",,"10.9368","18.39","18.39","0.00","29.33",,,,,,,,,,,,,,,,,,,,,,"146.06","37.38",,"68.65","17.57",,"2.10","47.00","30.00",,,,,,,"276",,,,,,"211.00",,,,,,,,,,,,,,"no","yes","no","yes","no","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","SAU","Saudi Arabia",1990,0,0,100,0,"977.00","959.00",214969,"977.00","0.00","0.00","0.00","0.00","360.00",,,"158.00","0.00",,,,,,"8.40","0.00","0.00","0.00","8.40327533265097236438","5.00","8.2068","0","0","0","8.21","4.795",,,,,,,,,,,,,,,,,,,,,"26.61","8.63",,"12.51","4.06",,,"34.21","30.00","0.00","0.00","0.00","0.00","977.00","0.00","0",,,,,,,,,"19.00",,,,"958.00","0","958.00","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","yes","no",,"0.05","0.00","0.05",,,,,,,,,,,,,"3","0","3","9","2","7","12","0","12",,,,"24","2","22"
"Asia","SAU","Saudi Arabia",2000,0,0,100,0,"977.00","959.00",214969,"977.00","0.00","0.00","0.00","0.00","360.00",,,"158.00","0.00",,,,,,"8.40","0.00","0.00","0.00","8.40327533265097236438","5.00","8.2068","0","0","0","8.21","4.795",,,,,,,,,,,,,,,,,,,,,"26.61","8.63",,"12.51","4.06",,,"34.21","30.00","0.00","0.00","0.00","0.00","977.00","0.00","0",,,,,,,,,"19.00",,,,"958.00","0","958.00","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","yes","no",,"0.05","0.00","0.05",,,,,,,,,,,,,"7","3","4","9","3","6","27","0","27",,,,"43","6","37"
"Asia","SAU","Saudi Arabia",2010,0,0,100,0,"977.00","959.00",214969,"977.00","0.00","0.00","0.00","0.00","360.00",,,"158.00","0.00",,,,,,"8.40","0.00","0.00","0.00","8.40327533265097236438","5.00","8.2068","0","0","0","8.21","4.795",,,,,,,,,,,,,,,,,,,,,"26.61","8.63",,"12.51","4.06",,,"34.21","30.00","0.00","0.00","0.00","0.00","977.00","0.00","0",,,,,,"3.00",,,"19.00",,,,"958.00","0","958.00","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","yes","no",,"0.08","0.00","0.08",,,,,,,,,,,,,"5","2","3","14","5","9","30","0","30",,,,"49","7","42"
"Asia","SAU","Saudi Arabia",2015,0,0,100,0,"977.00","959.00",214969,"977.00","0.00","0.00","0.00","0.00","360.00",,,"158.00","0.00",,,,,,"8.40","0.00","0.00","0.00","8.40327533265097236438","5.00","8.2068","0","0","0","8.21","4.795",,,,,,,,,,,,,,,,,,,,,"26.61","8.63",,"12.51","4.06",,,"34.21","30.00","0.00","0.00","0.00","0.00","977.00","0.00","0",,,,,,"3.00",,,"19.00",,,,"958.00","0","958.00","0.00","0.00","0.00","0","yes","yes","yes","yes","yes","yes","yes","yes","yes","no",,"0.10","0.00","0.10",,,,,,,,,,,,,"10","2","8","15","3","12","35","5","30",,,,"70","10","50"
"Asia","SAU","Saudi Arabia",2020,0,0,100,0,"977.00","959.00",214969,"977.00","0.00","0.00","0.00","0.00","360.00",,,"158.00","0.00",,,,,,"8.40","0.00","0.00","0.00","8.40327533265097236438","5.00","8.2068","0","0","0","8.21","4.795",,,,,,,,,,,,,,,,,,,,,"26.61","8.63",,"12.51","4.06",,,"34.21","30.00","0.00","0.00","0.00","0.00","977.00","0.00","0",,,,,,"3.00",,,,,,,,,,,,,,"yes","yes","yes","yes","yes","yes","yes","yes","yes","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","SDN","Sudan",1990,0,0,100,0,"23570.31","25013.06",186665,"23450.31","120.00","120.00",,"0.00","1649.92","1178.51","40.00","33.00",,,,"50.00","70.00",,"20.00","20.00","20.00","0.00","20.00","3.30","469.0062","2.4","2.4","0","471.4062","82.543098","31.02","23.34","19.69","19.35","13.10","9.83","7.10","4.71","4.00","3.78","335.49","471.41",,,,,,,,"471.41","55.98","15.68",,"26.31","7.37",,,,,"120.00",,"4654.00",,,,"18796.31","12020.86","3064.14","4654.00","5000.00",,"3254.00","3343.59","3254.00","6150.00",,,,"17420.31","0","17349.33","0.00","70.98","0.00","0","yes","yes","no","yes","no","no","no","no","no","yes","4187.27","1005.20","750.80","504.44","1.18","0.48","0.70","3.00",,"3.00","1000.00","750.00","250.00","1.08","0.32","0.76","4","0","4","16","5","11","120","50","90",,,,"140","55","105"
"Africa","SDN","Sudan",2000,0,0,100,0,"21826.16","23306.46",186665,"21701.16","125.00","125.00",,"0.00","1527.83","1091.08","30.00","30.00",,,,"60.00","90.00",,"20.00","20.00","20.00","0.00","20.00","3.20","434.0232","2.5","2.5","0","436.5232","74.580672","28.65","21.56","18.19","17.87","12.06","9.08","6.55","4.35","3.70","3.49","311.02","436.52",,,,,,,,"436.52","55.98","15.68",,"26.31","7.37",,,,,"125.00",,"4654.00",,,,"17047.16","11131.34","2837.40","4654.00","5000.00",,"3254.00","3358.48","3254.00","6270.00",,,,"15556.16","0","15485.18","0.00","70.98","0.00","0","yes","yes","no","yes","no","no","no","no","no","yes","9694.00","1205.10","900.73","304.37","1.20","0.48","0.72","2.88",,"2.88","1200.00","900.00","300.00","1.10","0.33","0.77","4","0","4","18","4","14","269","128","141",,,,"291","132","159"
"Africa","SDN","Sudan",2010,0,0,100,0,"20081.17","21599.86",186665,"19954.17","127.00","127.00",,"0.00","1405.74","1004.05","31.00","31.00",,,,"70.00","110.00",,"20.00","20.00","20.00","0.00","20.00","3.10","399.0834","2.54","2.54","0","401.6234","66.959566","26.42","19.88","16.77","16.48","11.12","8.37","6.04","4.01","3.41","3.21","285.91","401.62",,,,,,,,"401.62","55.98","15.67",,"26.31","7.37",,,,,"127.00",,"6959.00",,,,"12995.17","10241.39","2610.66","6959.00","5000.00",,"4709.00","4913.42","4709.00","6331.03",,,,"13750.14","0","13679.16","0.00","70.98","0.00","0","yes","yes","no","yes","no","no","no","no","no","yes","11449.00","1200.00","826.94","303.06","1.20","0.50","0.70","2.90",,"2.90","1194.83","826.12","298.71","1.07","0.32","0.75","7","2","5","20","5","15","280","140","140",,,,"307","147","160"
"Africa","SDN","Sudan",2015,0,0,100,0,"19209.93","20746.56",186665,"19079.93","130.00","130.00",,"0.00","1344.70","960.49","31.00","35.00",,,,"80.00","150.00",,"20.00","20.00","20.00","0.00","20.00","3.00","381.5986","2.6","2.6","0","384.1986","62.23968","25.24","18.99","16.02","15.74","10.62","8.00","5.77","3.83","3.26","3.07","273.66","384.2",,,,,,,,"384.2","55.98","15.67",,"26.31","7.37",,,,,"130.00",,"6959.00",,,,"12120.93","9797.06","2453.87","6959.00","4600.00",,"4709.00","4950.98","4709.00","6420.00",,,,"12789.93","0","12718.95","0.00","70.98","0.00","0","yes","yes","no","yes","no","no","no","no","no","yes","11849.00","1255.24","937.83","317.41","1.19","0.48","0.71","2.95",,"2.95","1250.00","937.00","313.00","1.10","0.35","0.75","12","3","9","30","14","16","300","180","120",,,,"342","197","145"
"Africa","SDN","Sudan",2020,0,0,100,0,"18359.55","19893.26",186665,"18229.55","130.00","130.00",,"0.00","1283.65","917.97","30.00","30.00",,,,"63.00","130.00",,"20.00","20.00","20.00","0.00","20.00","3.00","364.591","2.6","2.6","0","367.191","59.67978","24.19","18.20","15.35","15.08","10.18","7.67","5.30","3.67","3.12","2.94","261.49","367.19",,,,,,,,"367.19","55.98","15.67",,"26.31","7.37",,,,,"130.00",,"6959.00",,,,"11270.55","9363.37","2037.18","6959.00","4600.00",,"4709.00","4950.98","4709.00",,,,,,,,,,,,"yes","yes","no","yes","no","no","no","no","no","yes","11849.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","SEN","Senegal",1990,0,0,100,0,"9303.16","5531.83",19253,"9271.16","32.00","32.00",,"0.00","2306.59",,"715.74","191.69",,"39.52","21.71","196.86","13.18",,"37.20","47.50","47.50","0.00","37.23573495457457466065","4.60","344.887152","1.52","1.52","0","346.41","25.446418","38.35","34.87","31.38","27.89","17.43","13.95","13.95","10.46","3.49","3.49","151.15","346.41",,,,,,,,"346.41","45.90","13.77","2.18","21.57","6.47","1.03",,,,"21.00","1453.92","5.00","1009.78",,,"6813.46","21.00","7316.04","1035.06","1009.15",,"7316.04","954.06","0.00","5.10","5.10","0.00","0.00","9298.06","0","9297.66","0.00","0.40","0.00","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",,,,,,,,,,,,,,,,,,,,,,,,,,"10",,"10",,,
"Africa","SEN","Senegal",2000,0,0,100,0,"8853.16","5351.83",19253,"8821.16","32.00","32.00",,"0.00","2200.62",,"683.74","194.89",,"45.16","24.80","224.93","15.05",,"37.20","47.50","47.50","0.00","37.20","4.60","328.147152","1.52","1.52","0","329.337552","24.618418","36.51","33.19","29.87","26.55","16.59","13.28","13.28","9.96","3.32","3.32","143.47","329.34",,,,,,,,"329.34","45.75","13.75","2.21","21.50","6.46","1.04",,,,"56.30","1397.62","500.87","1009.92",,,"5888.45","56.30","7316.04","2592.43","1496.29",,"7316.04","1497.36","0.00","5.10","5.10","0.00","0.00","8848.06","0","8837.96","0.00","6.60","3.50","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",,"1.34","0.13","1.21","0.25","0.03","0.23","1.09","0.11","0.98",,,,,,,,,,,,,"9","2","7","19",,"19",,,
"Africa","SEN","Senegal",2010,0,0,100,0,"8468.16","5232.06",19253,"8436.16","32.00","32.00",,"0.00","2100.62",,"655.74","198.06",,"49.68","27.28","247.42","16.56",,"37.20","47.50","47.50","0.00","37.20","4.60","313.825152","1.52","1.52","0","315.015552","24.067476","34.76","31.60","28.44","25.28","15.80","12.64","12.64","9.48","3.16","3.16","138.06","315.02",,,,,,,,"315.02","44.47","13.36","2.10","20.90","6.28","0.99",,,,"470.50","1366.69","1445.08","1042.87",,,"4143.02","479.51","7313.42","5029.26","1516.91",,"7313.43","2837.74","2433.14","5.10","5.10","0.00","0.00","8463.06","0","8278.13","0.00","9.60","175.33","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",,"4.22","0.42","3.80","0.25","0.03","0.23","3.97","0.40","3.57",,,,,,,,,,"11",,,"55","10","45","22","1","21",,,
"Africa","SEN","Senegal",2015,0,0,100,0,"8268.16","5152.06",19253,"8236.16","32.00","32.00",,"0.00","2055.80",,"641.74","204.18",,"52.18","44.08","259.90","17.39",,"37.20","47.50","47.50","0.00","37.20","4.60","306.385152","1.52","1.52","0","307.575552","23.699476","33.94","30.86","27.77","24.69","15.43","12.34","12.34","9.26","3.09","3.09","134.77","307.58",,,,,,,,"307.58","44.34","13.33","2.00","20.84","6.26","0.94",,,,"934.14","1267.80","1614.28","1042.87",,,"3409.07","943.15","7482.83","7868.76","1516.91",,"7482.83","4095.18","3730.36","5.10","5.10","0.00","0.00","8263.06","0","8078.13","0.00","9.60","175.33","0","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","7288.73","16.98","5.44","11.54","0.26","0.03","0.23","13.92","3.73","10.19","2.80","1.68","1.11",,,,,,,"28","10","15","29","8","21","25","2","23",,,
"Africa","SEN","Senegal",2020,0,0,100,0,"8068.16","5072.06",19253,"8036.16","32.00","32.00",,"0.00","2019.34",,"627.74","221.59",,"54.68","46.20","272.38","18.23",,"37.20","47.50","47.50","0.00","37.20","4.60","298.945152","1.52","1.52","0","300.135552","23.331476","33.12","30.11","27.10","24.09","15.06","12.04","12.04","9.03","3.01","3.01","131.53","300.14",,,,,,,,"300.14","44.25","13.28","1.94","20.80","6.24","0.91",,,,"1086.42","1233.76","1637.48","1044.38",,,"3066.12","1095.43","7506.03","10766.23","1516.91",,"7506.03","5823.53","5105.30",,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","7288.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia","SGP","Singapore",1990,0,0,100,0,"14.82694000000000000000","0.00000000000000000000",71,"14.82694000000000000000","0.00","0.000000000000000000000000",,"0.000000000000000000000000",,,,"0.85",,"0.00","0.00","0.00","23.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105.72","21.25","7.78","49.69","9.99","3.66","5.62","88.36","50.00","0.00","0.00","0.00","11.48","3.35","0.00","-0.00306","0.00","3.04","3.35","14.83",,"3.35",,,"0.00","0.00","0.00","0.00","14.83","-0.00306","14.83","0.00","0.00","0.00","0","no","yes","no","yes","no","no","no","no","no","yes","3.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
