"regions","iso3","name","year","boreal","temperate","tropical","subtropical","1a_forestArea","1a_otherWoodedLand","1a_landArea","1b_naturallyRegeneratingForest","1b_plantedForest","1b_plantationForest","1b_plantationForestIntroduced","1b_otherPlantedForest","1c_primary","1c_tempUnstocked","1c_bamboos","1c_mangroves","1c_rubber","1f_palms","1f_treeOrchards","1f_agroforestry","1f_treesUrbanSettings","1f_other","2a_gs_ha_nat_reg","2a_gs_ha_planted","2a_gs_ha_plantation","2a_gs_ha_other_planted","2a_gs_ha_forest","2a_gs_ha_owl","2a_gs_tot_nat_reg","2a_gs_tot_planted","2a_gs_tot_plantation","2a_gs_tot_other_planted","2a_gs_tot_forest","2a_gs_tot_owl","2b_native_#1","2b_native_#2","2b_native_#3","2b_native_#4","2b_native_#5","2b_native_#6","2b_native_#7","2b_native_#8","2b_native_#9","2b_native_#10","2b_native_remaining","2b_native_total","2b_introduced_#1","2b_introduced_#2","2b_introduced_#3","2b_introduced_#4","2b_introduced_#5","2b_introduced_remaining","2b_introduced_total","2b_total_gs","2c_agb","2c_bgb","2c_dwb","2d_carbon_agb","2d_carbon_bgb","2d_carbon_dw","2d_carbon_litter","2d_carbon_soil","2d_soil_depth_cm","3a_prim_prod","3a_prim_prot","3a_prim_biodiv","3a_prim_socserv","3a_prim_multi","3a_prim_other","3a_prim_no_unknown","3a_tot_prod","3a_tot_prot","3a_tot_biodiv","3a_tot_socserv","3a_tot_other","3b_protected","3b_forMngt","3b_mngtProt","4a_priv_own","4a_individ","4a_bus_inst_fo","4a_indigenous_fo","4a_pub_own","4a_fo_unknown","4b_pub_admin","4b_individuals","4b_bus_inst_mr","4b_indigenous_mr","4b_unknown","5c_y_n","6a_policies_national","6a_policies_sub_national","6a_legislation_national","6a_legislation_sub_national","6a_platform_national","6a_platform_sub_national","6a_traceability_national","6a_traceability_sub_national","6b_pfe_y_n","6b_pfe_area","7a_employment_tot","7a_employment_fem","7a_employment_male","7a_emp_forestry_tot","7a_emp_forestry_fem","7a_emp_forestry_male","7a_emp_logging_tot","7a_emp_logging_fem","7a_emp_logging_male","7a_emp_nwfp_tot","7a_emp_nwfp_fem","7a_emp_nwfp_male","7a_emp_support_tot","7a_emp_support_fem","7a_emp_support_male","7b_phd_tot","7b_phd_fem","7b_phd_male","7b_msc_tot","7b_msc_fem","7b_msc_male","7b_ba_tot","7b_ba_fem","7b_ba_male","7b_tech_tot","7b_tech_fem","7b_tech_male","7b_total_tot","7b_total_fem","7b_total_male"
"UNECE, FOREST EUROPE, International Tropical Timber Organization, EU-27, Europe","LTU","Lithuania",2000,0,100,0,0,"2020.00000000000000000000","83.00000000000000000000",6265,"1553.7840000000000000","466.22","0.000000000000000000000000",,"466.2160000000000000","21.00","60.06","0.00","0.00","0.00","0.00","59.00",,"3.00",,"223.26140570375290259135","220.06966727868627417334","0.00","220.06966727868627417334","222.52475247524752475248","30.12048192771084337349","346.90","102.60","0","102.60","449.50","2.50","162.90","92.00","75.20","33.20","31.20","19.80","13.40","3.50","11.30","1.70","4.81","449.01","0.09","0.26","0.04","0.03","0.07","0.00","0.49","449.5","117.40","26.70","10.00","58.70","13.40","5.00","24.00","72.00","30.00","1466.00","178.00","166.00","78.00","132.00","0.00","0","1867.00","178.00","225.00","2146.00",,"395.00","2020.00","395.00","458.00","458.00","0.00","0.00","1562.00","0","1562.00","0.00","0.00","0.00","0","no","yes","no","yes","no","yes","no","yes","no","yes","2020.00","14",,,,,,,,,,,,,,,"2","0","2","34","3","31","79","6","73","34","1","33","149","10","139"
"UNECE, FOREST EUROPE, International Tropical Timber Organization, EU-27, Europe","LTU","Lithuania",2010,0,100,0,0,"2170.00000000000000000000","84.00000000000000000000",6265,"1634.2270000000000000","535.77","0.000000000000000000000000",,"535.7730000000000000","26.00","67.50","0.00","0.00","0.00","0.00","60.00",,"3.00",,"230.35355553420669221595","211.65680241445537569082","0.00","211.65680241445537569082","225.7373271889400921659","29.76190476190476190476","376.45","113.40","0","113.40","489.85","2.50","182.76","99.05","81.80","40.66","30.96","20.77","13.27","4.21","8.47","2.45","5.00","489.4","0.15","0.15","0.05","0.05","0.05","0.00","0.45","489.85","118.90","27.30","10.00","59.40","13.70","5.00","24.00","72.00","30.00","1549.00","192.00","201.00","65.00","163.00","0.00","0","1879.00","192.00","226.00","2144.00",,"454.00","2170.00","454.00","803.00","759.00","44.00","0.00","1367.00","0","1333.00","0.00","0.00","0.00","34","no","yes","no","yes","no","yes","no","yes","no","yes","2170.00","9",,,,,,,,,,,,,,,"0","0","0","22","7","15","137","18","119","0","0","0","159","25","134"
"UNECE, FOREST EUROPE, International Tropical Timber Organization, EU-27, Europe","LTU","Lithuania",2015,0,100,0,0,"2187.00000000000000000000","62.10000000000000000000",6265,"1601.9775000000000000","585.02","0.000000000000000000000000",,"585.0225000000000000","26.54","78.85","0.00","0.00","0.00","0.00","12.80",,"4.70",,"253.37434514529698450821","224.1794119029609972266","0.00","224.1794119029609972266","245.56470050297210791038","34.62157809983896940419","405.90","131.15","0","131.15","537.05","2.15","195.29","115.14","87.19","46.81","33.99","22.61","15.45","5.16","5.04","3.77","6.09","536.54","0.21","0.11","0.06","0.04","0.03","0.06","0.51","537.05","129.40","29.90","10.00","64.40","14.90","5.00","23.30","72.00","30.00","1560.00","193.00","204.00","65.00","165.00","0.00","0","1894.00","193.00","228.00","2160.00",,"460.00","2187.00","460.00","839.00","741.00","98.00","0.00","1348.00","0","1314.00","0.00","0.00","0.00","34","no","yes","no","yes","no","yes","no","yes","no","yes","2187.00","12",,,,,,,,,,,,,,,"1","0","1","38","5","33","190","36","154","0","0","0","229","41","188"
"UNECE, FOREST EUROPE, International Tropical Timber Organization, EU-27, Europe","LTU","Lithuania",2020,0,100,0,0,"2201.00","62.10",6265,"1590.00","611.00","0.00","0.00","611.00","26.54","82.90","0.00","0.00","0.00","0.00","12.80",,"4.70",,"254.47169811320754716981","252.89689034369885433715","0.00","252.89689034369885433715","254.03452975920036347115","34.62157809983896940419","404.61","154.52","0","154.52","559.13","2.15","202.08","124.09","86.49","52.29","32.19","24.31","16.45","5.51","3.58","4.71","6.95","558.65","0.22","0.11","0.04","0.03","0.02","0.06","0.48","559.13","133.90","31.00","10.00","66.60","15.50","5.00","23.20","72.00","30.00","1577.00","135.00","207.00","59.00","223.00","0.00","0","1912.00","135.00","207.00","2170.00",,"684.00","2201.00","684.00",,,,,,,,,,,,"no","yes","no","yes","no","yes","no","yes","no","yes","2201.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, EU-27, International Tropical Timber Organization, Europe","LUX","Luxembourg",1990,0,100,0,0,"85.80","2.80",243,"57.70","28.10","0.00","0.00","28.10","0.00",,"0.00","0.00","0.00","0.00",,,,,,,,,"237.53",,,,,,"20.380074",,"7.44","5.42","0.62","0.57","0.21","0.15","0.10","0.09",,,,"14.6","4.80","0.64",,,,,"5.44","20.04","111.56","22.10",,"52.43","10.49",,,,,,,,,,,"85.8",,,,,,,,,,,,,,"85.8",,,,,,"no","yes","no","yes","no","no","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, EU-27, International Tropical Timber Organization, Europe","LUX","Luxembourg",2000,0,100,0,0,"86.70","2.40",243,"58.70","28.00","0.00","0.00","28.00","0.00","0.80","0.00","0.00","0.00","0.00",,,,,,,,,"299.31",,,,,,"25.950177",,"9.47","6.90","0.79","0.73","0.27","0.19","0.13","0.11",,,,"18.59","6.10","0.81",,,,,"6.91","25.5","146.36","28.27","4.60","66.44","13.29",,,,,,,,,,,"86.7",,,,,,,,,"47.86",,,,"38.84","0","38.84","0.00","0.00","0.00","0","no","yes","no","yes","no","no","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, EU-27, International Tropical Timber Organization, Europe","LUX","Luxembourg",2010,0,100,0,0,"88.70","2.70",243,"58.70","30.00","0.00","0.00","30.00","0.00","0.80","0.00","0.00","0.00","0.00",,"0.00",,,,,,,"352.4239007891770011274",,,,,,"31.26",,"10.55","6.76",,,,,,,,,"4.90","22.21","6.76","1.43",,,,"0.86","9.05","31.26","166.46","46.00","7.90","78.24","15.65","5.00",,,,,,,,,,"88.7",,,,,,,,,"47.90",,,,"40.80","0","40.80","0.00","0.00","0.00","0","no","yes","no","yes","no","no","no","no","no","no",,"0.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, EU-27, International Tropical Timber Organization, Europe","LUX","Luxembourg",2015,0,100,0,0,"88.70","2.70",243,"58.70","30.00","0.00","0.00","30.00","0.00","0.80","0.00","0.00","0.00","0.00","0.93","0.00",,,,,,,"368.99661781285231116122",,,,,,"32.73",,,,,,,,,,,,,,,,,,,,,,"173.08","33.29","7.90","81.35","16.27",,,,,,,,,,,"88.7",,,,,,,,,"47.90",,,,"40.80","0","40.80","0.00","0.00","0.00","0","no","yes","no","yes","no","no","no","no","no","no",,"0.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, EU-27, International Tropical Timber Organization, Europe","LUX","Luxembourg",2020,0,100,0,0,"88.70","2.70",243,"58.70","30.00","0.00","0.00","30.00","0.00","0.80","0.00","0.00","0.00","0.00",,,,,,,,,"390.07891770011273957159",,,,,,"34.60",,,,,,,,,,,,,,,,,,,,,,"180.70","35.67",,"84.93","16.99",,,,,,,,,,,"88.7",,,,,,,,,,,,,,,,,,,,"no","yes","no","yes","no","no","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Europe, UNECE, EU-27, FOREST EUROPE","LVA","Latvia",1990,0,100,0,0,"3173.00000000000000000000","115.00000000000000000000",6218,"2858.6000000000000000","314.40","0.000000000000000000000000",,"314.400000000000000000000000","15.23","60.00","0.00","0.00","0.00","0.00","21.00","0.00","3.00","0.00","139.22899321346113482124","139.9491094147582697201","0.00","139.9491094147582697201","139.30034667507091080996","16.95","398.00","44.00","0","44.00","442.00","1.94925","179.01","106.96","87.52","26.96","15.47","20.33","2.65","1.77",,,"1.33","442",,,,,,,,"442","90.50","28.96","3.21","45.25","14.48","1.61","12.14","181.70","30.00","2514.76","51.00","499.39","107.85","0.00","0.00","0","2515.85","51.00","499.39","107.85","0.00","777.82","3173.00","777.82","32.00","0.00","32.00","0.00","3132.00","9","3132.00","0.00","0.00","0.00","0","no","yes","no","yes","no","yes","yes","yes","no","yes","3173.00","15.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Europe, UNECE, EU-27, FOREST EUROPE","LVA","Latvia",2000,0,100,0,0,"3241.00000000000000000000","123.00000000000000000000",6218,"2918.9000000000000000","322.10","0.000000000000000000000000",,"322.100000000000000000000000","15.23","84.12","0.00","0.00","0.00","0.00","29.00","0.00","3.30","0.00","165.47329473431772242968","167.64979819931698230363","0.00","167.64979819931698230363","165.68960197469916692379","16.95","483.00","54.00","0","54.00","537.00","2.08485","232.40","152.10","87.80","19.20","13.30","25.80","3.30","2.00",,,"1.10","537",,,,,,,,"537","107.70","34.46","3.33","53.85","17.23","1.67","12.14","176.99","30.00","2601.23","71.00","489.65","79.12","0.00","0.00","0","2602.39","71.00","489.65","79.12","0.00","560.05","3241.00","560.02","1463.00","1393.00","70.00","0.00","1749.00","29","1749.00","0.00","0.00","0.00","0","no","yes","no","yes","no","yes","yes","yes","no","yes","3241.00","19.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Europe, UNECE, EU-27, FOREST EUROPE","LVA","Latvia",2010,0,100,0,0,"3372.12","113.80",6218,"2964.46","407.66","6.57","0.00","401.09","14.92","147.57","0.00","0.00","0.00","0.00","29.00","0.00","5.00","0.00","194.71740120427060668927","153.73105038512485895109","0","156.24922087312074596724","189.76193018042062560051","22.80","577.23","62.67","0.00","62.67","639.90","2.59464","222.97","152.54","119.62","58.19","35.45","35.98","4.65","3.10",,,"7.40","639.9",,,,,,,,"639.9","123.34","39.47","11.34","61.67","19.74","5.67","12.14","168.77","30.00","2638.09","171.38","490.23","72.42","0.00","0.00","0","2638.09","171.38","490.23","72.42","0.00","533.31","3372.12","533.31","1604.79","1260.16","344.63","0.00","1761.93","5.4","1761.93","0.00","0.00","0.00","0","no","yes","no","yes","no","yes","yes","yes","no","yes","3372.12","18.40","2.33","16.07",,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Europe, UNECE, EU-27, FOREST EUROPE","LVA","Latvia",2015,0,100,0,0,"3391.44","110.80",6218,"2954.90","436.54","12.47","0.00","424.07","15.20","151.36","0.00","0.00","0.00","0.00","29.00","0.00","6.70","0.00","198.9976006037408922776","155.99945022220186008155","0.00","160.58669559270875091376","193.46059490953695185526","22.80","588.02","68.10","0","68.10","656.11","2.52624","222.63","154.54","126.39","63.05","39.47","35.88","4.61","3.06",,,"6.48","656.11",,,,,,,,"656.11","125.73","40.23","12.45","62.86","20.12","6.22","12.14","168.17","30.00","2601.64","206.38","514.10","69.32","0.00","0.00","0","2601.64","206.38","514.10","69.32","0.00","544.20","3391.44","544.20","1642.47","1151.05","491.42","0.00","1741.17","7.8","1741.17","0.00","0.00","0.00","0","no","yes","no","yes","no","yes","yes","yes","no","yes","3391.44","17.13","2.30","14.83",,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Europe, UNECE, EU-27, FOREST EUROPE","LVA","Latvia",2020,0,100,0,0,"3410.79","107.80",6218,"2945.35","465.44","18.37","0.00","447.07","16.98","140.50","0.00","0.00","0.00","0.00","29.00","0.00","6.70","0.00","203.30621723660265638156","157.95806118941216913029","0","164.44852036593821996555","197.1156242395456771012","22.80","598.81","73.52","0.00","73.52","672.32","2.45784","222.29","156.54","133.16","67.91","43.49","35.78","4.57","3.02",,,"5.56","672.32",,,,,,,,"672.32","128.13","41.00","10.20","64.06","20.50","5.10","12.14","168.50","30.00","2602.82","218.47","520.59","68.91","0.00","0.00","0","2602.82","218.47","520.59","68.91","0.00","559.93","3410.79","559.93",,,,,,,,,,,,"no","yes","no","yes","no","yes","yes","yes","no","yes","3410.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","MAF","Saint-Martin (French Part)",1990,0,0,100,0,"1.24","0.83",5,"1.24","0.00","0.00","0.00","0.00","0.00",,"0.00","0.03","0.00","0.00","0.00","0.00","0.49",,"83.00","0.00","0.00","0.00","83.00",,"0.10292","0","0","0","0.10292",,,,,,,,,,,,,,,,,,,,,,"124.50","34.86",,"58.52","16.38",,,,,"0.00","0.00","1.00","0.00","0.00","0.24","0","0.00",,"1.00",,"0.24","0.00",,"0.00",,,,,,"1.24",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","MAF","Saint-Martin (French Part)",2000,0,0,100,0,"1.24","0.83",5,"1.24","0.00","0.00","0.00","0.00","0.00",,"0.00","0.03","0.00","0.00","0.00","0.00","0.49",,"83.00","0.00","0.00","0.00","83.00",,"0.10292","0","0","0","0.10292",,,,,,,,,,,,,,,,,,,,,,"124.50","34.86",,"58.52","16.38",,,,,"0.00","0.00","1.00","0.00","0.00","0.24","0","0.00",,"1.00",,"0.24","0.14",,"0.00",,,,,,"1.24",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","MAF","Saint-Martin (French Part)",2010,0,0,100,0,"1.24","0.83",5,"1.24","0.00","0.00","0.00","0.00","0.00",,"0.00","0.03","0.00","0.00","0.00","0.00","0.49",,"83.00","0.00","0.00","0.00","83.00",,"0.10292","0","0","0","0.10292",,,,,,,,,,,,,,,,,,,,,,"124.50","34.86",,"58.52","16.38",,,,,"0.00","0.00","1.00","0.00","0.00","0.24","0","0.00",,"1.00",,"0.24","0.14",,"0.14",,,,,,"1.24",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","MAF","Saint-Martin (French Part)",2015,0,0,100,0,"1.24","0.83",5,"1.24","0.00","0.00","0.00","0.00","0.00",,"0.00","0.03","0.00","0.00","0.00","0.00","0.49",,"83.00","0.00","0.00","0.00","83.00",,"0.10292","0","0","0","0.10292",,,,,,,,,,,,,,,,,,,,,,"124.50","34.86",,"58.52","16.38",,,,,"0.00","0.00","1.00","0.00","0.00","0.24","0","0.00",,"1.00",,"0.24","0.14",,"0.14",,,,,,"1.24",,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North and Central America","MAF","Saint-Martin (French Part)",2020,0,0,100,0,"1.24","0.83",5,"1.24","0.00","0.00","0.00","0.00","0.00",,"0.00","0.01","0.00","0.00","0.00","0.00","0.49",,"83.00","0.00","0.00","0.00","83.00",,"0.10292","0","0","0","0.10292",,,,,,,,,,,,,,,,,,,,,,"124.50","34.86",,"58.52","16.38",,,,,"0.00","0.00","1.00","0.00","0.00","0.24","0","0.00",,"1.00",,"0.24","0.14",,"0.14",,,,,,,,,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa","MAR","Morocco",1990,0,0,0,100,"5485.29","1431.20",44630,"5166.89","318.40","318.40","218.43","0.00","0.00","951.77","0.00","0.00","0.00","23.70","558.40",,"32.30",,"24.29894965830509261858","10.45854271356783919598","10.45854271356783919598","0.00","23.51015169662861945312","0.09083286752375628843","125.55","3.33","3.33","0","128.96","0.13","54.25","24.00","13.04","5.63","9.42","8.18","5.10","2.10",,,"5.30","127.02","1.90",,,,,,"1.9","128.92","33.52","10.03","0.21","16.76","5.02","0.10","2.61","21.73","30.00","803.78","0.00","35.20","0.00","4646.31","0.00","0","803.78","0.00","35.20","0.00","5450.09","35.20","622.00","11.00","548.53",,,,"4936.76","0","4896.76","0.00","40.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","5485.29","82.73","32.23","50.51","57.68","14.21","43.47",,,,"24.00","18.00","6.00","1.05","0.01","1.04","0","0","0","5","0","5","23","0","23","30","0","30","58","0","58"
"Africa","MAR","Morocco",2000,0,0,0,100,"5506.54","1399.20",44630,"5162.24","344.30","344.30","201.19","0.00","0.00","758.43","0.00","0.00","0.00","30.40","751.70",,"32.30",,"26.45556967517976692289","16.55532965437118791751","16.55532965437118791751","0.00","25.86560707812891579831","0.12149799885648942253","136.57","5.70","5.70","0","142.43","0.17","58.41","24.73","14.90","6.76","9.64","8.80","7.50","2.16",,,"5.71","138.61","3.73",,,,,,"3.73","142.34","37.07","11.17","0.21","18.53","5.59","0.10","2.63","21.73","30.00","818.55","33.00","47.20","0.00","4607.79","0.00","0","818.55","33.00","47.20","0.00","5459.34","47.20","1389.12","16.48","548.53",,,,"4958.01","0","4918.01","0.00","40.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","5506.54","116.56","55.63","60.93","89.26","35.60","53.66",,,,"26.20","20.00","6.20","1.10","0.02","1.08","0","0","0","26","0","26","0","0","0","30","0","30","56","0","56"
"Africa","MAR","Morocco",2010,0,0,0,100,"5674.57","1298.50",44630,"5151.47","523.10","523.10","205.56","0.00","0.00","661.76","0.00","0.00","0.00","52.03","1256.41","8.88","32.30",,"27.06994314244283670486","20.39762951634486713821","20.39762951634486713821","0.00","26.4724904265873890004","0.15402387370042356565","139.45","10.67","10.67","0","150.22","0.20","57.83","24.26","17.30","9.61","9.64","8.76","8.20","2.31",,,"6.43","144.34","5.88",,,,,,"5.88","150.22","39.23","11.94","0.21","19.61","5.97","0.10","2.68","21.73","30.00","866.32","88.00","260.90","162.00","4297.35","0.00","0","866.32","88.00","260.90","162.00","5251.67","260.90","2445.28","193.98","548.53",,,,"5126.04","0","5086.04","0.00","40.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","5674.57","110.74","59.30","51.43","82.99","39.26","43.72",,,,"26.40","20.00","6.40","1.35","0.04","1.31","0","0","0","22","4","18","0","0","0","30","0","30","52","4","48"
"Africa","MAR","Morocco",2015,0,0,0,100,"5684.69","1287.30",44630,"5107.59","576.80","576.80","210.52","0.00","0.00","468.63","0.00","0.00","0.00","57.74","1511.90","28.80","32.30",,"27.11846487286567637575","22.57281553398058252427","22.57281553398058252427","0.00","26.67339819761499747568","0.17090033403247106347","138.51","13.02","13.02","0","151.63","0.22","56.39","24.72","18.51","10.42","9.61","8.35","7.48","2.39",,,"7.50","145.37","6.26",,,,,,"6.26","151.63","39.63","12.12","0.20","19.82","6.06","0.10","2.69","21.72","30.00","908.58","139.00","260.90","163.40","4212.81","0.00","0","908.58","139.00","260.90","163.40","5260.39","260.90","2978.50","193.98","548.53",,,,"5135.76","0.4","5095.76","0.00","40.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","5684.69","105.02","62.96","42.07","73.11","39.50","33.61",,,,"30.30","23.40","6.90","1.62","0.06","1.56","0","0","0","32","8","24","0","0","0","30","14","16","62","22","40"
"Africa","MAR","Morocco",2020,0,0,0,100,"5742.49","1223.70",44630,"5107.59","634.60","634.60","206.20","0.00","0.00","371.75","0.00","0.00","0.00","58.38","1625.66","48.75","32.30",,"27.10475977907388807637","23.41632524424834541443","23.41632524424834541443","0.00","26.7148919719494504997","0.84988150690528724361","138.44","14.86","14.86","0","153.41","1.04","54.95","25.17","18.82","11.39","9.49","8.10","8.20","2.47",,,"8.62","147.21","6.20",,,,,,"6.2","153.41","39.89","12.25","0.21","19.95","6.13","0.10","2.72","21.72","30.00","920.66","237.00","260.90","163.40","4160.53","0.00","0","920.66","237.00","260.90","163.40","5318.19","260.60","3500.00","193.98",,,,,,,,,,,,"no","yes","yes","yes","yes","yes","yes","no","no","yes","5742.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, Europe, UNECE","MCO","Monaco",1990,0,0,0,100,"0.00","0.00",0,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOREST EUROPE, Europe, UNECE","MCO","Monaco",2000,0,0,0,100,"0.00","0.00",0,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOREST EUROPE, Europe, UNECE","MCO","Monaco",2010,0,0,0,100,"0.00","0.00",0,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOREST EUROPE, Europe, UNECE","MCO","Monaco",2015,0,0,0,100,"0.00","0.00",0,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0","no","no","no","no","no","no","no","no","no","no",,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOREST EUROPE, Europe, UNECE","MCO","Monaco",2020,0,0,0,100,"0.00","0.00",0,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00",,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, Europe","MDA","Republic of Moldova",1990,0,100,0,0,"325.40","79.20",3288,"179.00","146.40","0.00","0.00","146.40",,,"0.00","0.00","0.00",,,"31.40","15.60","32.19","161.00","51.02459016393442622951",,"51.02459016393442622951","111.49","46.20","28.819","7.47","0.00","7.47","36.278846","3.65904","8.66","8.42","4.72","2.60","2.50","0.70","0.69","0.49","0.40","0.31","2.57","32.06","3.07","0.43","0.36","0.32","0.02",,"4.2","36.26","88.61","32.89","3.35","44.30","16.45","1.67","2.22","61.83","30.00","14.00","170.95","0.00","44.10","96.35","0.00","0","14.00","170.95","0.00","44.10","96.35","44.10","281.30","41.90","0.00","0.00","0.00","0.00","295.30","30.1","295.30","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","325.40","6.87",,,"4.60",,,,,,"0.27",,,"1.25",,,"0","0","0","0","0","0","43",,,"67",,,,,
"UNECE, FOREST EUROPE, Europe","MDA","Republic of Moldova",2000,0,100,0,0,"344.40","75.30",3288,"189.40","155.00","0.00","0.00","155.00",,,"0.00","0.00","0.00",,,"30.70","20.20","24.44","161.03","51.00",,"51.03225806451612903226","111.50","46.20","30.499082","7.905","0.00","7.91","38.4006","3.47886","9.17","8.91","5.00","2.75","2.65","0.75","0.73","0.52","0.42","0.33","2.73","33.96","3.25","0.45","0.38","0.34","0.03",,"4.45","38.41","88.61","32.89","3.35","44.30","16.45","1.67","2.22","61.83","30.00","0.00","181.87","0.00","60.60","101.94","0.00","-0.01","0.00","181.87","0.00","60.60","101.94","60.60","283.82","57.57","0.00","0.00","0.00","0.00","315.30","29.1","315.30","0.00","0.00","0.00","0","no","yes","yes","yes","yes","yes","yes","no","no","yes","344.40","4.69","1.05","3.65","3.76",,,,,,"0.16",,,"0.76",,,"0","0","0","0","0","0","4",,,"51",,,,,
